failure_id,equipment_id,failure_date,failure_type,severity,description,root_cause,downtime_hours,repair_cost,prevented_by_maintenance,created_at
652,IRR-075,2018-08-31,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Overheating,109.9,9594.92,True,2025-11-02 19:53:25
653,IRR-076,2018-09-01,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Contaminated fuel,10.9,1103.58,False,2025-11-02 19:53:25
654,TRC-109,2018-09-01,Tire,Minor,Tire puncture,Road hazard,5.2,394.97,True,2025-11-02 19:53:25
655,IRR-058,2018-09-10,Belt,Moderate,Drive belt snapped - Reduced operational capability,Misalignment,19.3,804.24,True,2025-11-02 19:53:25
656,TRC-120,2018-09-14,Tire,Minor,Tire sidewall damage,Age degradation,2.9,426.47,True,2025-11-02 19:53:25
657,TRC-013,2018-09-15,Other,Moderate,Seat adjustment failure - Reduced operational capability,Environmental factors,17.1,1534.56,True,2025-11-02 19:53:25
658,HRV-036,2018-09-15,Tire,Minor,Tire blowout,Excessive wear,2.3,482.85,True,2025-11-02 19:53:25
659,HRV-058,2018-09-17,Electrical,Moderate,Starter motor failure - Reduced operational capability,Age-related failure,16.1,1929.59,False,2025-11-02 19:53:25
660,TRC-116,2018-09-23,Hydraulic,Minor,Loss of hydraulic pressure,Worn hose,3.2,400.04,True,2025-11-02 19:53:25
661,IRR-004,2018-09-26,Mechanical,Minor,Bearing failure causing noise,Lack of lubrication,2.2,443.26,False,2025-11-02 19:53:25
662,IRR-045,2018-09-26,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Pressure spike,8.7,1632.18,False,2025-11-02 19:53:25
663,TRC-056,2018-09-29,Electrical,Minor,Alternator not charging,Worn component,2.9,494.36,True,2025-11-02 19:53:25
664,TRC-040,2018-09-30,Mechanical,Moderate,Clutch failure - Reduced operational capability,Normal wear,18.9,1179.37,False,2025-11-02 19:53:25
665,TRC-174,2018-10-01,Engine,Minor,Loss of power under load,Lack of maintenance,2.1,240.03,True,2025-11-02 19:53:25
666,IRR-004,2018-10-01,Mechanical,Minor,Gearbox malfunction,Lack of lubrication,3.1,446.42,True,2025-11-02 19:53:25
667,IRR-037,2018-10-03,Other,Minor,Mirror damage,Normal wear,4.6,293.92,False,2025-11-02 19:53:25
668,IRR-014,2018-10-03,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,5.7,279.49,True,2025-11-02 19:53:25
669,TRC-167,2018-10-08,Mechanical,Minor,Clutch failure,Overload,4.9,482.37,True,2025-11-02 19:53:25
670,TRC-040,2018-10-09,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Seal failure,22.1,978.77,False,2025-11-02 19:53:25
671,TRC-037,2018-10-11,Engine,Minor,Engine stalling intermittently,Age-related wear,4.8,276.65,True,2025-11-02 19:53:25
672,PLT-048,2018-10-11,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,4.7,238.4,True,2025-11-02 19:53:25
673,TRC-158,2018-10-11,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Contaminated fuel,19.9,1823.1,True,2025-11-02 19:53:25
674,TRC-141,2018-10-12,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Age-related wear,15.7,1067.6,True,2025-11-02 19:53:25
675,SPR-004,2018-10-14,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Improper tension,22.7,1845.65,True,2025-11-02 19:53:25
676,TRC-109,2018-10-16,Electrical,Minor,Alternator not charging,Corroded connection,5.8,468.03,False,2025-11-02 19:53:25
677,TRC-048,2018-10-16,Other,Minor,Mirror damage,Environmental factors,4.0,407.94,False,2025-11-02 19:53:25
678,HRV-056,2018-10-18,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Water damage,19.6,1474.66,True,2025-11-02 19:53:25
679,TRC-069,2018-10-19,Belt,Minor,Belt tensioner failure,Age degradation,5.3,473.54,False,2025-11-02 19:53:25
680,SPR-003,2018-10-20,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Lack of lubrication,17.7,798.95,False,2025-11-02 19:53:25
681,IRR-076,2018-10-20,Engine,Minor,Fuel system malfunction,Worn component,4.1,436.53,True,2025-11-02 19:53:25
682,TRC-055,2018-10-21,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Fatigue failure,12.8,1983.73,False,2025-11-02 19:53:25
683,HRV-058,2018-10-22,Tire,Minor,Excessive tire wear,Improper inflation,2.7,422.09,True,2025-11-02 19:53:25
684,IRR-072,2018-10-23,Belt,Minor,Excessive belt wear,Overload,5.7,241.86,False,2025-11-02 19:53:25
685,PLT-008,2018-10-24,Other,Minor,Cab door malfunction,Environmental factors,6.0,236.77,True,2025-11-02 19:53:25
686,HRV-036,2018-10-24,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Age-related wear,6.0,1036.63,True,2025-11-02 19:53:25
687,TRC-088,2018-10-27,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,3.1,326.37,True,2025-11-02 19:53:25
688,TRC-055,2018-10-31,Engine,Minor,Engine overheating during operation,Lack of maintenance,4.8,220.92,False,2025-11-02 19:53:25
689,IRR-009,2018-11-01,Electrical,Minor,Starter motor failure,Water damage,4.5,482.33,False,2025-11-02 19:53:25
690,TRC-154,2018-11-02,Hydraulic,Minor,Hydraulic cylinder leak,Contaminated fluid,3.7,410.99,True,2025-11-02 19:53:25
691,TRC-125,2018-11-03,Belt,Minor,Excessive belt wear,Misalignment,4.7,359.24,True,2025-11-02 19:53:25
692,TRC-107,2018-11-06,Engine,Minor,Excessive smoke from exhaust,Worn component,3.6,307.51,True,2025-11-02 19:53:25
693,HRV-052,2018-11-10,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Worn component,8.6,1906.35,False,2025-11-02 19:53:25
694,PLT-047,2018-11-13,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Overheating,11.4,752.09,False,2025-11-02 19:53:25
695,TRC-033,2018-11-13,Electrical,Minor,Wiring harness damage,Corroded connection,4.9,205.76,False,2025-11-02 19:53:25
696,PLT-010,2018-11-14,Mechanical,Minor,Clutch failure,Normal wear,5.6,396.06,True,2025-11-02 19:53:25
697,HRV-022,2018-11-14,Tire,Moderate,Tire puncture - Reduced operational capability,Improper inflation,19.1,1051.58,True,2025-11-02 19:53:25
698,SPR-031,2018-11-15,Other,Minor,Gauge malfunction,Normal wear,5.3,450.61,True,2025-11-02 19:53:25
699,SPR-004,2018-11-18,Tire,Minor,Tire puncture,Age degradation,4.4,232.48,False,2025-11-02 19:53:25
700,PLT-039,2018-11-19,Mechanical,Minor,Transmission gear failure,Lack of lubrication,5.1,487.53,True,2025-11-02 19:53:25
701,TRC-129,2018-11-20,Electrical,Minor,Wiring harness damage,Water damage,2.5,457.61,False,2025-11-02 19:53:25
702,TRC-144,2018-11-21,Other,Minor,Seat adjustment failure,Accidental damage,5.5,417.14,False,2025-11-02 19:53:25
703,HRV-056,2018-11-21,Hydraulic,Minor,Hydraulic fluid contamination,Pressure spike,5.4,411.3,True,2025-11-02 19:53:25
704,SPR-032,2018-11-22,Engine,Minor,Engine stalling intermittently,Worn component,2.7,368.43,True,2025-11-02 19:53:25
705,IRR-033,2018-11-22,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,5.6,249.05,True,2025-11-02 19:53:25
706,IRR-009,2018-11-23,Hydraulic,Minor,Hydraulic pump failure,Seal failure,5.6,215.51,False,2025-11-02 19:53:25
707,TRC-105,2018-11-23,Other,Moderate,Cab door malfunction - Reduced operational capability,Age-related,6.9,599.4,False,2025-11-02 19:53:25
708,TRC-136,2018-11-24,Mechanical,Minor,Bearing failure causing noise,Normal wear,2.5,203.71,True,2025-11-02 19:53:25
709,HRV-056,2018-11-24,Engine,Minor,Loss of power under load,Contaminated fuel,3.7,309.91,True,2025-11-02 19:53:25
710,IRR-077,2018-11-24,Tire,Minor,Wheel bearing failure,Excessive wear,3.3,269.06,True,2025-11-02 19:53:25
711,IRR-037,2018-11-25,Electrical,Minor,Starter motor failure,Vibration damage,5.5,431.19,False,2025-11-02 19:53:25
712,TRC-168,2018-11-27,Engine,Critical,Excessive smoke from exhaust - Complete equipment shutdown,Worn component,51.2,7846.68,True,2025-11-02 19:53:25
713,TRC-068,2018-11-28,Hydraulic,Minor,Hydraulic pump failure,Worn hose,3.0,497.34,True,2025-11-02 19:53:25
714,IRR-075,2018-11-28,Engine,Minor,Engine stalling intermittently,Contaminated fuel,2.1,259.36,False,2025-11-02 19:53:25
715,TRC-154,2018-11-30,Tire,Minor,Tire blowout,Road hazard,3.7,291.88,True,2025-11-02 19:53:25
716,TRC-028,2018-11-30,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Exceeded service life,15.9,1374.25,False,2025-11-02 19:53:25
717,IRR-019,2018-12-04,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Age-related wear,12.5,1272.27,True,2025-11-02 19:53:25
718,IRR-039,2018-12-04,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Exceeded service life,23.7,1661.86,True,2025-11-02 19:53:25
719,HRV-019,2018-12-09,Tire,Minor,Wheel bearing failure,Excessive wear,4.7,280.27,True,2025-11-02 19:53:25
720,TRC-082,2018-12-10,Electrical,Minor,Electrical short circuit,Corroded connection,3.9,475.16,False,2025-11-02 19:53:25
721,IRR-022,2018-12-11,Belt,Moderate,Drive belt snapped - Reduced operational capability,Improper tension,19.6,1872.66,False,2025-11-02 19:53:25
722,TRC-119,2018-12-12,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Age-related failure,14.6,1563.56,False,2025-11-02 19:53:25
723,HRV-007,2018-12-13,Engine,Minor,Engine stalling intermittently,Contaminated fuel,5.4,281.27,True,2025-11-02 19:53:25
724,TRC-152,2018-12-14,Electrical,Minor,Electrical short circuit,Vibration damage,5.4,440.33,True,2025-11-02 19:53:25
725,HRV-052,2018-12-18,Engine,Minor,Fuel system malfunction,Contaminated fuel,2.9,449.12,True,2025-11-02 19:53:25
726,TRC-018,2018-12-19,Tire,Moderate,Tire sidewall damage - Reduced operational capability,Excessive wear,20.2,1987.78,False,2025-11-02 19:53:25
727,PLT-033,2018-12-23,Belt,Minor,Belt tensioner failure,Age degradation,5.3,490.93,True,2025-11-02 19:53:25
728,TRC-162,2018-12-26,Electrical,Minor,Alternator not charging,Age-related failure,4.6,418.99,False,2025-11-02 19:53:25
729,IRR-036,2018-12-27,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Worn hose,14.7,922.53,True,2025-11-02 19:53:25
730,IRR-034,2018-12-28,Other,Moderate,Light fixture broken - Reduced operational capability,Accidental damage,10.2,1322.71,False,2025-11-02 19:53:25
731,TRC-112,2018-12-30,Tire,Minor,Wheel bearing failure,Improper inflation,2.1,212.07,True,2025-11-02 19:53:25
732,TRC-091,2018-12-30,Other,Minor,Mirror damage,Operator error,5.2,339.28,False,2025-11-02 19:53:25
733,PLT-031,2019-01-08,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Normal wear,20.2,1232.26,True,2025-11-02 19:53:25
734,TRC-026,2019-01-09,Engine,Minor,Loss of power under load,Overheating,2.8,478.88,False,2025-11-02 19:53:25
735,PLT-037,2019-01-12,Engine,Moderate,Loss of power under load - Reduced operational capability,Contaminated fuel,20.0,1375.55,True,2025-11-02 19:53:25
736,IRR-013,2019-01-21,Electrical,Minor,Battery failure,Vibration damage,3.6,471.01,True,2025-11-02 19:53:25
737,HRV-006,2019-01-22,Tire,Minor,Tire puncture,Excessive wear,4.5,217.71,False,2025-11-02 19:53:25
738,PLT-038,2019-01-25,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Fatigue failure,16.6,751.3,False,2025-11-02 19:53:25
739,TRC-076,2019-01-27,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,3.0,279.9,True,2025-11-02 19:53:25
740,TRC-098,2019-01-29,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,5.0,375.69,False,2025-11-02 19:53:25
741,IRR-080,2019-02-01,Engine,Minor,Engine stalling intermittently,Contaminated fuel,5.0,391.46,True,2025-11-02 19:53:25
742,HRV-006,2019-02-01,Hydraulic,Critical,Hydraulic cylinder leak - Complete equipment shutdown,Exceeded service life,77.4,2708.61,True,2025-11-02 19:53:25
743,IRR-009,2019-02-06,Hydraulic,Minor,Hydraulic hose burst during operation,Contaminated fluid,5.1,226.52,False,2025-11-02 19:53:25
744,HRV-055,2019-02-08,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,2.2,479.32,False,2025-11-02 19:53:25
745,TRC-006,2019-02-09,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,3.8,261.48,True,2025-11-02 19:53:25
746,IRR-034,2019-02-12,Hydraulic,Moderate,Hydraulic valve malfunction - Reduced operational capability,Seal failure,8.7,1607.49,True,2025-11-02 19:53:25
747,IRR-020,2019-02-13,Engine,Minor,Fuel system malfunction,Lack of maintenance,5.8,451.24,True,2025-11-02 19:53:25
748,IRR-080,2019-02-13,Hydraulic,Critical,Hydraulic hose burst during operation - Complete equipment shutdown,Worn hose,106.7,6420.74,False,2025-11-02 19:53:25
749,TRC-146,2019-02-16,Belt,Minor,Belt tensioner failure,Normal wear,5.0,312.85,True,2025-11-02 19:53:25
750,TRC-071,2019-02-18,Other,Minor,Cab door malfunction,Normal wear,5.4,338.84,False,2025-11-02 19:53:25
751,TRC-077,2019-02-18,Tire,Minor,Tire sidewall damage,Age degradation,4.8,492.56,True,2025-11-02 19:53:25
752,TRC-079,2019-02-21,Hydraulic,Minor,Loss of hydraulic pressure,Seal failure,4.6,416.62,True,2025-11-02 19:53:25
753,TRC-091,2019-02-22,Engine,Minor,Engine stalling intermittently,Contaminated fuel,3.0,342.95,True,2025-11-02 19:53:25
754,SPR-031,2019-02-24,Tire,Minor,Tire sidewall damage,Overload,2.5,289.37,True,2025-11-02 19:53:25
755,PLT-009,2019-02-25,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Contaminated fuel,90.0,6604.27,False,2025-11-02 19:53:25
756,TRC-163,2019-02-25,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,7.2,1452.12,True,2025-11-02 19:53:25
757,IRR-048,2019-03-01,Hydraulic,Minor,Loss of hydraulic pressure,Worn hose,2.3,413.22,True,2025-11-02 19:53:25
758,PLT-037,2019-03-02,Tire,Minor,Tire blowout,Road hazard,4.2,294.38,True,2025-11-02 19:53:25
759,TRC-032,2019-03-03,Belt,Minor,Belt tensioner failure,Age degradation,2.1,313.97,True,2025-11-02 19:53:25
760,IRR-036,2019-03-03,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Lack of maintenance,15.8,1117.93,True,2025-11-02 19:53:25
761,IRR-033,2019-03-04,Electrical,Minor,Starter motor failure,Worn component,2.1,419.7,True,2025-11-02 19:53:25
762,TRC-168,2019-03-05,Tire,Minor,Tire blowout,Road hazard,4.4,262.37,True,2025-11-02 19:53:25
763,TRC-077,2019-03-07,Tire,Minor,Tire puncture,Improper inflation,2.6,343.18,True,2025-11-02 19:53:25
764,TRC-167,2019-03-07,Other,Minor,Cab door malfunction,Environmental factors,5.3,327.68,False,2025-11-02 19:53:25
765,IRR-060,2019-03-09,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,3.9,351.23,True,2025-11-02 19:53:25
766,SPR-019,2019-03-14,Belt,Minor,Belt tensioner failure,Normal wear,3.0,319.43,True,2025-11-02 19:53:25
767,IRR-059,2019-03-17,Engine,Minor,Excessive smoke from exhaust,Age-related wear,4.1,465.67,True,2025-11-02 19:53:25
768,HRV-012,2019-03-17,Belt,Minor,Excessive belt wear,Normal wear,3.5,203.76,False,2025-11-02 19:53:25
769,PLT-008,2019-03-19,Tire,Minor,Excessive tire wear,Age degradation,5.4,411.16,True,2025-11-02 19:53:25
770,TRC-169,2019-03-24,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Overload,9.4,710.32,False,2025-11-02 19:53:25
771,IRR-013,2019-03-28,Tire,Moderate,Wheel bearing failure - Reduced operational capability,Excessive wear,15.7,964.39,True,2025-11-02 19:53:25
772,IRR-077,2019-03-28,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,4.6,218.17,True,2025-11-02 19:53:25
773,IRR-080,2019-03-28,Hydraulic,Critical,Hydraulic fluid contamination - Complete equipment shutdown,Worn hose,40.1,9952.88,False,2025-11-02 19:53:25
774,TRC-018,2019-03-31,Engine,Minor,Engine overheating during operation,Overheating,3.3,490.54,False,2025-11-02 19:53:25
775,TRC-115,2019-04-01,Mechanical,Minor,Transmission gear failure,Misalignment,4.1,237.42,True,2025-11-02 19:53:25
776,TRC-155,2019-04-02,Other,Moderate,Light fixture broken - Reduced operational capability,Accidental damage,11.4,1503.2,False,2025-11-02 19:53:25
777,IRR-036,2019-04-05,Engine,Critical,Excessive smoke from exhaust - Complete equipment shutdown,Worn component,67.3,5270.79,True,2025-11-02 19:53:25
778,TRC-119,2019-04-06,Engine,Minor,Loss of power under load,Age-related wear,2.6,249.31,True,2025-11-02 19:53:25
779,IRR-037,2019-04-06,Electrical,Minor,Battery failure,Age-related failure,5.3,466.65,True,2025-11-02 19:53:25
780,PLT-011,2019-04-07,Mechanical,Minor,Clutch failure,Lack of lubrication,3.4,248.56,True,2025-11-02 19:53:25
781,TRC-109,2019-04-09,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Age-related wear,18.3,988.44,True,2025-11-02 19:53:25
782,IRR-041,2019-04-14,Tire,Moderate,Wheel bearing failure - Reduced operational capability,Excessive wear,14.4,1136.55,True,2025-11-02 19:53:25
783,HRV-056,2019-04-14,Engine,Minor,Fuel system malfunction,Worn component,3.9,281.93,True,2025-11-02 19:53:25
784,HRV-029,2019-04-15,Electrical,Minor,Sensor malfunction,Corroded connection,3.6,331.57,False,2025-11-02 19:53:25
785,IRR-073,2019-04-16,Other,Critical,Cab door malfunction - Complete equipment shutdown,Environmental factors,71.6,4999.96,False,2025-11-02 19:53:25
786,TRC-067,2019-04-17,Tire,Minor,Tire blowout,Age degradation,4.4,405.67,True,2025-11-02 19:53:25
787,IRR-027,2019-04-18,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,4.7,245.19,True,2025-11-02 19:53:25
788,PLT-007,2019-04-20,Mechanical,Minor,Mechanical linkage broken,Lack of lubrication,6.0,487.55,False,2025-11-02 19:53:25
789,IRR-079,2019-04-22,Mechanical,Critical,Clutch failure - Complete equipment shutdown,Misalignment,62.0,2825.43,True,2025-11-02 19:53:25
790,TRC-008,2019-04-24,Hydraulic,Minor,Loss of hydraulic pressure,Seal failure,5.0,364.66,False,2025-11-02 19:53:25
791,PLT-032,2019-04-25,Electrical,Minor,Starter motor failure,Worn component,4.9,428.37,True,2025-11-02 19:53:25
792,IRR-045,2019-05-02,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,22.0,1067.72,True,2025-11-02 19:53:25
793,PLT-031,2019-05-04,Tire,Minor,Tire blowout,Improper inflation,5.2,352.78,True,2025-11-02 19:53:25
794,TRC-072,2019-05-04,Electrical,Minor,Starter motor failure,Worn component,4.8,400.67,True,2025-11-02 19:53:25
795,IRR-030,2019-05-05,Engine,Critical,Fuel system malfunction - Complete equipment shutdown,Contaminated fuel,109.2,2641.57,True,2025-11-02 19:53:25
796,IRR-004,2019-05-06,Other,Minor,Seat adjustment failure,Environmental factors,5.8,308.97,True,2025-11-02 19:53:25
797,TRC-119,2019-05-06,Other,Minor,Mirror damage,Environmental factors,4.7,272.1,False,2025-11-02 19:53:25
798,HRV-036,2019-05-09,Engine,Minor,Fuel system malfunction,Overheating,4.0,428.79,False,2025-11-02 19:53:25
799,TRC-056,2019-05-10,Tire,Minor,Tire puncture,Improper inflation,3.6,392.23,True,2025-11-02 19:53:25
800,IRR-037,2019-05-12,Other,Minor,Gauge malfunction,Normal wear,5.5,437.37,False,2025-11-02 19:53:25
801,TRC-145,2019-05-14,Tire,Minor,Wheel bearing failure,Excessive wear,5.1,432.42,True,2025-11-02 19:53:25
802,TRC-112,2019-05-14,Engine,Minor,Loss of power under load,Worn component,2.4,293.08,True,2025-11-02 19:53:25
803,SPR-032,2019-05-16,Electrical,Minor,Sensor malfunction,Corroded connection,5.3,236.49,False,2025-11-02 19:53:25
804,TRC-091,2019-05-17,Electrical,Minor,Sensor malfunction,Corroded connection,3.2,278.65,False,2025-11-02 19:53:25
